seq_id,start,end,strand,gene_id,gene_name,gene_biotype,gene_class,source,category,length
3,18502326,18513953,+,ENSGALG00010016103,,protein_coding,CODING,reference,REF,11628
3,18517304,18554404,+,ENSGALG00010016118,,protein_coding,CODING,reference,REF,37101
3,18569950,18576545,+,ENSGALG00010017562,,protein_coding,CODING,reference,REF,6596
3,18728006,18804411,-,ENSGALG00010017573,,protein_coding,CODING,reference,REF,76406
3,18811913,18841142,-,ENSGALG00010017580,,protein_coding,CODING,reference,REF,29230
3,19040846,19104256,-,ENSGALG00010019470,,protein_coding,CODING,reference,REF,63411
3,19110932,19139744,-,ENSGALG00010016141,,protein_coding,CODING,reference,REF,28813
3,19225102,19429859,-,ENSGALG00010016215,,protein_coding,CODING,reference,REF,204758
3,19430069,19533005,+,ENSGALG00010016236,,protein_coding,CODING,reference,REF,102937
3,19596133,20023560,+,ENSGALG00010016404,,protein_coding,CODING,reference,REF,427428
3,20050059,20420207,+,ENSGALG00010016328,,protein_coding,CODING,reference,REF,370149
3,20419996,20446013,-,ENSGALG00010016422,,protein_coding,CODING,reference,REF,26018
3,20526515,20653070,-,ENSGALG00010019020,,protein_coding,CODING,reference,REF,126556
3,20706991,20741584,-,ENSGALG00010019029,,protein_coding,CODING,reference,REF,34594
3,20751564,20855410,+,ENSGALG00010020640,,protein_coding,CODING,reference,REF,103847
3,20862102,20889132,-,ENSGALG00010020675,,protein_coding,CODING,reference,REF,27031
3,20976946,21013653,-,ENSGALG00010020704,,protein_coding,CODING,reference,REF,36708
3,21329619,21415623,-,ENSGALG00010019130,,protein_coding,CODING,reference,REF,86005
3,21416028,21431538,+,ENSGALG00010019183,,protein_coding,CODING,reference,REF,15511
3,21431989,21460985,-,ENSGALG00010019221,,protein_coding,CODING,reference,REF,28997
3,21461468,21472939,-,ENSGALG00010021615,,protein_coding,CODING,reference,REF,11472
3,21476289,21491389,-,ENSGALG00010019252,,protein_coding,CODING,reference,REF,15101
3,21491215,21504491,+,ENSGALG00010019268,,protein_coding,CODING,reference,REF,13277
3,21506844,21511672,+,ENSGALG00010019285,,protein_coding,CODING,reference,REF,4829
3,21534503,21560091,-,ENSGALG00010019307,,protein_coding,CODING,reference,REF,25589
3,21603632,21642962,+,ENSGALG00010019403,,protein_coding,CODING,reference,REF,39331
3,21615788,21622207,-,ENSGALG00010019515,,protein_coding,CODING,reference,REF,6420
3,21642747,21682896,-,ENSGALG00010019534,,protein_coding,CODING,reference,REF,40150
3,21713552,21738199,-,ENSGALG00010020574,,protein_coding,CODING,reference,REF,24648
3,21738435,21771201,+,ENSGALG00010020590,,protein_coding,CODING,reference,REF,32767
3,21763475,21835442,+,ENSGALG00010020611,,protein_coding,CODING,reference,REF,71968
3,21812376,21883420,-,ENSGALG00010020618,,protein_coding,CODING,reference,REF,71045
3,21856158,21863607,+,ENSGALG00010020623,,protein_coding,CODING,reference,REF,7450
3,21882587,21890980,+,ENSGALG00010020625,,protein_coding,CODING,reference,REF,8394
3,21923831,21946034,+,ENSGALG00010018807,,protein_coding,CODING,reference,REF,22204
3,21956934,21979292,-,ENSGALG00010018822,,protein_coding,CODING,reference,REF,22359
3,21980701,22006234,-,ENSGALG00010018837,,protein_coding,CODING,reference,REF,25534
3,22006574,22191708,+,ENSGALG00010018849,,protein_coding,CODING,reference,REF,185135
3,22168549,22352611,-,ENSGALG00010018882,,protein_coding,CODING,reference,REF,184063
3,22395812,22402999,-,ENSGALG00010018894,,protein_coding,CODING,reference,REF,7188
3,22416538,22499529,-,ENSGALG00010018936,,protein_coding,CODING,reference,REF,82992
3,22528027,22544233,-,ENSGALG00010018969,,protein_coding,CODING,reference,REF,16207
3,22548964,22554684,-,ENSGALG00010018987,,protein_coding,CODING,reference,REF,5721
3,22557732,22658083,-,ENSGALG00010019000,,protein_coding,CODING,reference,REF,100352
3,22673936,22724737,+,ENSGALG00010018529,,protein_coding,CODING,reference,REF,50802
3,22733398,22742909,-,ENSGALG00010018541,,protein_coding,CODING,reference,REF,9512
3,22748083,22754640,-,ENSGALG00010018557,,protein_coding,CODING,reference,REF,6558
3,22754662,22799518,+,ENSGALG00010018594,,protein_coding,CODING,reference,REF,44857
3,23018782,23053299,+,ENSGALG00010018672,,protein_coding,CODING,reference,REF,34518
3,23273075,23427603,+,ENSGALG00010018756,,protein_coding,CODING,reference,REF,154529
3,23581826,23588274,-,ENSGALG00010020168,,protein_coding,CODING,reference,REF,6449
3,23601810,23614439,-,ENSGALG00010020177,,protein_coding,CODING,reference,REF,12630
3,23630264,23900650,+,ENSGALG00010020272,,protein_coding,CODING,reference,REF,270387
3,23766175,23830965,-,ENSGALG00010020302,,protein_coding,CODING,reference,REF,64791
3,24667496,24671100,-,ENSGALG00010020304,,protein_coding,CODING,reference,REF,3605
3,24672939,24824476,-,ENSGALG00010020314,,protein_coding,CODING,reference,REF,151538
3,24828433,24881235,+,ENSGALG00010020324,,protein_coding,CODING,reference,REF,52803
3,24883013,24910990,+,ENSGALG00010020341,,protein_coding,CODING,reference,REF,27978
3,24908286,24924712,-,ENSGALG00010020352,,protein_coding,CODING,reference,REF,16427
3,24924617,24938405,+,ENSGALG00010020360,,protein_coding,CODING,reference,REF,13789
3,24947979,25034074,-,ENSGALG00010020375,,protein_coding,CODING,reference,REF,86096
3,25118567,25157785,+,ENSGALG00010020386,,protein_coding,CODING,reference,REF,39219
3,25161290,25180867,+,ENSGALG00010020402,,protein_coding,CODING,reference,REF,19578
3,25163334,25198270,-,ENSGALG00010020443,,protein_coding,CODING,reference,REF,34937
3,25180334,25181274,-,ENSGALG00010020468,,protein_coding,CODING,reference,REF,941
3,25198027,25396963,+,ENSGALG00010020514,,protein_coding,CODING,reference,REF,198937
3,25520740,25523948,+,ENSGALG00010020532,,protein_coding,CODING,reference,REF,3209
3,25579465,25598923,-,ENSGALG00010018783,,protein_coding,CODING,reference,REF,19459
3,25772307,25889971,-,ENSGALG00010018379,,protein_coding,CODING,reference,REF,117665
3,25916668,26193227,+,ENSGALG00010018393,,protein_coding,CODING,reference,REF,276560
3,26244217,26333652,+,ENSGALG00010018414,,protein_coding,CODING,reference,REF,89436
3,26412100,26430537,+,ENSGALG00010018420,,protein_coding,CODING,reference,REF,18438
3,26423017,26446939,-,ENSGALG00010018427,,protein_coding,CODING,reference,REF,23923
3,26446637,26452504,+,ENSGALG00010018441,,protein_coding,CODING,reference,REF,5868
3,26463367,26534675,+,ENSGALG00010018511,,protein_coding,CODING,reference,REF,71309
3,26617829,26795412,+,ENSGALG00010019855,,protein_coding,CODING,reference,REF,177584
3,26623295,26628440,-,ENSGALG00010019878,,protein_coding,CODING,reference,REF,5146
3,26823857,26836144,-,ENSGALG00010019921,,protein_coding,CODING,reference,REF,12288
3,26889884,26932439,-,ENSGALG00010019972,,protein_coding,CODING,reference,REF,42556
3,26970945,27059814,-,ENSGALG00010020006,,protein_coding,CODING,reference,REF,88870
3,27069692,27083914,-,ENSGALG00010020023,,protein_coding,CODING,reference,REF,14223
3,27103707,27265027,-,ENSGALG00010021648,,protein_coding,CODING,reference,REF,161321
3,27268334,27333283,+,ENSGALG00010020057,,protein_coding,CODING,reference,REF,64950
3,27331867,27339448,-,ENSGALG00010020030,,protein_coding,CODING,reference,REF,7582
3,27366292,27447359,+,ENSGALG00010020074,,protein_coding,CODING,reference,REF,81068
3,27474915,27492014,-,ENSGALG00010020080,,protein_coding,CODING,reference,REF,17100
3,27491884,27509755,+,ENSGALG00010020091,,protein_coding,CODING,reference,REF,17872
3,27921235,28066818,+,ENSGALG00010020095,,protein_coding,CODING,reference,REF,145584
3,28379996,28410826,+,ENSGALG00010020100,,protein_coding,CODING,reference,REF,30831
3,28427044,28626751,-,ENSGALG00010020120,,protein_coding,CODING,reference,REF,199708
3,28628492,28771065,+,ENSGALG00010020128,,protein_coding,CODING,reference,REF,142574
3,28774685,28782829,+,ENSGALG00010020134,,protein_coding,CODING,reference,REF,8145
3,28787713,28814447,+,ENSGALG00010020136,,protein_coding,CODING,reference,REF,26735
3,28879483,28909706,+,ENSGALG00010020143,,protein_coding,CODING,reference,REF,30224
3,28977000,28978177,+,ENSGALG00010020654,,protein_coding,CODING,reference,REF,1178
3,28981913,28991689,-,ENSGALG00010020690,,protein_coding,CODING,reference,REF,9777
3,29005048,29061195,-,ENSGALG00010021673,,protein_coding,CODING,reference,REF,56148
3,29069218,29187728,-,ENSGALG00010020768,,protein_coding,CODING,reference,REF,118511
3,29189560,29196464,+,ENSGALG00010021229,,protein_coding,CODING,reference,REF,6905
3,29198726,29372804,+,ENSGALG00010021236,,protein_coding,CODING,reference,REF,174079
3,29355012,29485080,-,ENSGALG00010021245,,protein_coding,CODING,reference,REF,130069
3,29485324,29754567,+,ENSGALG00010021262,,protein_coding,CODING,reference,REF,269244
3,29830385,29848324,+,ENSGALG00010020537,,protein_coding,CODING,reference,REF,17940
3,29846411,29871135,-,ENSGALG00010020548,,protein_coding,CODING,reference,REF,24725
3,29875040,29888091,-,ENSGALG00010021606,,protein_coding,CODING,reference,REF,13052
3,29888094,29904505,+,ENSGALG00010018354,,protein_coding,CODING,reference,REF,16412
3,29913760,29923151,+,ENSGALG00010018363,,protein_coding,CODING,reference,REF,9392
3,29927486,29935278,-,ENSGALG00010018337,,protein_coding,CODING,reference,REF,7793
3,29941689,29949580,+,ENSGALG00010019572,,protein_coding,CODING,reference,REF,7892
3,29949422,29957709,+,ENSGALG00010019581,,protein_coding,CODING,reference,REF,8288
3,29961061,29967272,-,ENSGALG00010019591,,protein_coding,CODING,reference,REF,6212
3,29967376,29984904,-,ENSGALG00010019602,,protein_coding,CODING,reference,REF,17529
3,29991982,30006977,-,ENSGALG00010019621,,protein_coding,CODING,reference,REF,14996
3,30010365,30022804,-,ENSGALG00010019641,,protein_coding,CODING,reference,REF,12440
3,30023564,30062179,-,ENSGALG00010019649,,protein_coding,CODING,reference,REF,38616
3,30062238,30071818,+,ENSGALG00010019659,,protein_coding,CODING,reference,REF,9581
3,30342830,30364701,-,ENSGALG00010019716,,protein_coding,CODING,reference,REF,21872
3,30451718,30489480,+,ENSGALG00010019761,,protein_coding,CODING,reference,REF,37763
3,30469901,30509552,-,ENSGALG00010019794,,protein_coding,CODING,reference,REF,39652
3,30509731,30544229,+,ENSGALG00010019813,,protein_coding,CODING,reference,REF,34499
3,30543253,30548054,-,ENSGALG00010019832,,protein_coding,CODING,reference,REF,4802
3,30548108,30558302,+,ENSGALG00010006983,,protein_coding,CODING,reference,REF,10195
3,30560110,30568650,-,ENSGALG00010006998,,protein_coding,CODING,reference,REF,8541
3,30568773,30596434,+,ENSGALG00010009623,,protein_coding,CODING,reference,REF,27662
3,30597271,30600789,-,ENSGALG00010009699,,protein_coding,CODING,reference,REF,3519
3,30600823,30606035,+,ENSGALG00010009719,,protein_coding,CODING,reference,REF,5213
3,30610588,30616494,+,ENSGALG00010009740,,protein_coding,CODING,reference,REF,5907
3,30618425,30656025,-,ENSGALG00010009778,,protein_coding,CODING,reference,REF,37601
3,30663871,30674244,+,ENSGALG00010007626,,protein_coding,CODING,reference,REF,10374
3,30674990,30690091,-,ENSGALG00010007633,,protein_coding,CODING,reference,REF,15102
3,30695598,30720970,+,ENSGALG00010007642,,protein_coding,CODING,reference,REF,25373
3,30727683,30743864,+,ENSGALG00010007660,,protein_coding,CODING,reference,REF,16182
3,30749132,30800280,-,ENSGALG00010007695,,protein_coding,CODING,reference,REF,51149
3,30814384,30996618,-,ENSGALG00010007719,,protein_coding,CODING,reference,REF,182235
3,31048453,31150560,-,ENSGALG00010007588,,protein_coding,CODING,reference,REF,102108
3,31174652,31328385,-,ENSGALG00010007614,,protein_coding,CODING,reference,REF,153734
3,31346653,31361121,-,ENSGALG00010009798,,protein_coding,CODING,reference,REF,14469
3,31434523,31480794,-,ENSGALG00010010080,,protein_coding,CODING,reference,REF,46272
3,31538953,31582472,+,ENSGALG00010007318,,protein_coding,CODING,reference,REF,43520
3,31601062,31606452,-,ENSGALG00010007388,,protein_coding,CODING,reference,REF,5391
3,31667005,31671374,-,ENSGALG00010007391,,protein_coding,CODING,reference,REF,4370
3,31670919,31689493,+,ENSGALG00010007382,,protein_coding,CODING,reference,REF,18575
3,31679950,31696469,-,ENSGALG00010007413,,protein_coding,CODING,reference,REF,16520
3,31696486,31749607,+,ENSGALG00010007423,,protein_coding,CODING,reference,REF,53122
3,31752725,31809792,+,ENSGALG00010007441,,protein_coding,CODING,reference,REF,57068
3,31820100,31872894,-,ENSGALG00010007514,,protein_coding,CODING,reference,REF,52795
3,31883047,31925027,-,ENSGALG00010007547,,protein_coding,CODING,reference,REF,41981
3,31923960,31952289,-,ENSGALG00010007551,,protein_coding,CODING,reference,REF,28330
3,31956792,32117774,-,ENSGALG00010009538,,protein_coding,CODING,reference,REF,160983
3,33184670,33192114,-,ENSGALG00010007021,,protein_coding,CODING,reference,REF,7445
3,33194205,33198681,+,ENSGALG00010007033,,protein_coding,CODING,reference,REF,4477
3,33195465,33211113,-,ENSGALG00010007090,,protein_coding,CODING,reference,REF,15649
3,33211115,33217149,+,ENSGALG00010007098,,protein_coding,CODING,reference,REF,6035
3,33217823,33263342,-,ENSGALG00010007141,,protein_coding,CODING,reference,REF,45520
3,33268382,33282723,+,ENSGALG00010007169,,protein_coding,CODING,reference,REF,14342
3,33284207,33298920,-,ENSGALG00010007203,,protein_coding,CODING,reference,REF,14714
3,33300516,33337675,-,ENSGALG00010007251,,protein_coding,CODING,reference,REF,37160
3,33337065,33337621,+,ENSGALG00010007258,,protein_coding,CODING,reference,REF,557
3,33340365,33345894,+,ENSGALG00010007275,,protein_coding,CODING,reference,REF,5530
3,33350750,33378249,+,ENSGALG00010007365,,protein_coding,CODING,reference,REF,27500
3,33415765,33436565,+,ENSGALG00010007017,,protein_coding,CODING,reference,REF,20801
3,33454977,33507929,+,ENSGALG00010010125,,protein_coding,CODING,reference,REF,52953
3,33509824,33530509,+,ENSGALG00010010164,,protein_coding,CODING,reference,REF,20686
3,33530315,33540383,-,ENSGALG00010010197,,protein_coding,CODING,reference,REF,10069
3,33564470,33611998,-,ENSGALG00010010338,,protein_coding,CODING,reference,REF,47529
3,33612074,33620229,+,ENSGALG00010010346,,protein_coding,CODING,reference,REF,8156
3,33626837,33991243,+,ENSGALG00010006922,,protein_coding,CODING,reference,REF,364407
3,34008441,34297651,-,ENSGALG00010006958,,protein_coding,CODING,reference,REF,289211
3,34314724,34337249,-,ENSGALG00010006865,,protein_coding,CODING,reference,REF,22526
3,34357130,34370315,+,ENSGALG00010008192,,protein_coding,CODING,reference,REF,13186
3,34379511,34387122,-,ENSGALG00010008226,,protein_coding,CODING,reference,REF,7612
3,34400343,34414996,-,ENSGALG00010008257,,protein_coding,CODING,reference,REF,14654
3,34416677,34444824,-,ENSGALG00010008263,,protein_coding,CODING,reference,REF,28148
3,34444905,34480495,+,ENSGALG00010008285,,protein_coding,CODING,reference,REF,35591
3,34573332,34581926,-,ENSGALG00010008312,,protein_coding,CODING,reference,REF,8595
3,34652450,34793715,+,ENSGALG00010008323,,protein_coding,CODING,reference,REF,141266
3,34798781,34907038,-,ENSGALG00010008348,,protein_coding,CODING,reference,REF,108258
3,34928660,34939115,+,ENSGALG00010008356,,protein_coding,CODING,reference,REF,10456
3,34941286,34996356,+,ENSGALG00010010897,,protein_coding,CODING,reference,REF,55071
3,35048457,35052126,-,ENSGALG00010008364,,protein_coding,CODING,reference,REF,3670
3,35051447,35054611,-,ENSGALG00010008367,,protein_coding,CODING,reference,REF,3165
3,35060441,35327041,+,ENSGALG00010008383,,protein_coding,CODING,reference,REF,266601
3,35386306,35388429,+,ENSGALG00010008400,,protein_coding,CODING,reference,REF,2124
3,35410626,35428441,-,ENSGALG00010008422,,protein_coding,CODING,reference,REF,17816
3,35434328,35494936,-,ENSGALG00010008442,,protein_coding,CODING,reference,REF,60609
3,35501047,35519576,+,ENSGALG00010008451,,protein_coding,CODING,reference,REF,18530
3,35559011,35562924,-,ENSGALG00010010361,,protein_coding,CODING,reference,REF,3914
3,35567288,35819840,+,ENSGALG00010008637,,protein_coding,CODING,reference,REF,252553
3,35821801,35897128,+,ENSGALG00010008824,,protein_coding,CODING,reference,REF,75328
3,35886239,36030424,-,ENSGALG00010008880,,protein_coding,CODING,reference,REF,144186
3,36063213,36359750,-,ENSGALG00010008996,,protein_coding,CODING,reference,REF,296538
3,36847358,37208264,-,ENSGALG00010009054,,protein_coding,CODING,reference,REF,360907
3,37239581,37288443,-,ENSGALG00010009104,,protein_coding,CODING,reference,REF,48863
3,37299209,37364491,-,ENSGALG00010009118,,protein_coding,CODING,reference,REF,65283
3,37375838,37410540,+,ENSGALG00010009130,,protein_coding,CODING,reference,REF,34703
3,37411207,37422689,-,ENSGALG00010009142,,protein_coding,CODING,reference,REF,11483
3,37428992,37450925,-,ENSGALG00010009193,,protein_coding,CODING,reference,REF,21934
3,37452573,37482520,+,ENSGALG00010009250,,protein_coding,CODING,reference,REF,29948
3,37483821,37509582,-,ENSGALG00010009289,,protein_coding,CODING,reference,REF,25762
3,37526955,37564855,+,ENSGALG00010009327,,protein_coding,CODING,reference,REF,37901
3,37584199,37686133,+,ENSGALG00010009357,,protein_coding,CODING,reference,REF,101935
3,37688739,37703671,+,ENSGALG00010009404,,protein_coding,CODING,reference,REF,14933
3,37714595,37740182,+,ENSGALG00010009439,,protein_coding,CODING,reference,REF,25588
3,37737304,37760298,-,ENSGALG00010009452,,protein_coding,CODING,reference,REF,22995
3,37766060,37782864,-,ENSGALG00010009465,,protein_coding,CODING,reference,REF,16805
3,37783230,37866733,+,ENSGALG00010009482,,protein_coding,CODING,reference,REF,83504
3,37870269,37929924,+,ENSGALG00010009491,,protein_coding,CODING,reference,REF,59656
3,37877871,37913106,+,ENSGALG00010009508,,protein_coding,CODING,reference,REF,35236
3,38052527,38055677,+,ENSGALG00010010100,,protein_coding,CODING,reference,REF,3151
3,38115058,38147883,+,ENSGALG00010007988,,protein_coding,CODING,reference,REF,32826
3,38145938,38149708,-,ENSGALG00010008020,,protein_coding,CODING,reference,REF,3771
3,38156384,38304027,-,ENSGALG00010008022,,protein_coding,CODING,reference,REF,147644
3,38350948,38381094,-,ENSGALG00010008028,,protein_coding,CODING,reference,REF,30147
3,38475148,38517272,-,ENSGALG00010008031,,protein_coding,CODING,reference,REF,42125
3,38519633,38669850,+,ENSGALG00010008066,,protein_coding,CODING,reference,REF,150218
3,38660194,38689222,-,ENSGALG00010008144,,protein_coding,CODING,reference,REF,29029
3,38700680,38954262,+,ENSGALG00010008151,,protein_coding,CODING,reference,REF,253583
3,38742600,38745130,-,ENSGALG00010008155,,protein_coding,CODING,reference,REF,2531
3,39089274,39327737,-,ENSGALG00010008181,,protein_coding,CODING,reference,REF,238464
3,39339166,39395287,-,ENSGALG00010007960,,protein_coding,CODING,reference,REF,56122
3,39396712,39426817,+,ENSGALG00010007965,,protein_coding,CODING,reference,REF,30106
3,39434486,39439277,-,ENSGALG00010007970,,protein_coding,CODING,reference,REF,4792
3,39439108,39444688,+,ENSGALG00010007972,,protein_coding,CODING,reference,REF,5581
3,39462163,39468609,+,ENSGALG00010006885,,protein_coding,CODING,reference,REF,6447
3,39635257,39656058,+,ENSGALG00010010263,,protein_coding,CODING,reference,REF,20802
3,39656882,39679946,-,ENSGALG00010010279,,protein_coding,CODING,reference,REF,23065
3,39680179,39682760,-,ENSGALG00010010295,,protein_coding,CODING,reference,REF,2582
3,39688953,39717339,-,ENSGALG00010010321,,protein_coding,CODING,reference,REF,28387
3,39721577,39748175,-,ENSGALG00010009554,,protein_coding,CODING,reference,REF,26599
3,39754248,39771949,-,ENSGALG00010009522,,protein_coding,CODING,reference,REF,17702
3,39772143,39806504,+,ENSGALG00010009596,,protein_coding,CODING,reference,REF,34362
3,39879270,39974692,+,ENSGALG00010009647,,protein_coding,CODING,reference,REF,95423
3,39993290,40057700,-,ENSGALG00010006966,,protein_coding,CODING,reference,REF,64411
3,40103553,40133030,+,ENSGALG00010007730,,protein_coding,CODING,reference,REF,29478
3,40135503,40147669,-,ENSGALG00010007759,,protein_coding,CODING,reference,REF,12167
3,40156888,40186448,+,ENSGALG00010007771,,protein_coding,CODING,reference,REF,29561
3,40198701,40220794,-,ENSGALG00010007787,,protein_coding,CODING,reference,REF,22094
3,40221932,40258329,-,ENSGALG00010007801,,protein_coding,CODING,reference,REF,36398
3,40258356,40268113,+,ENSGALG00010007809,,protein_coding,CODING,reference,REF,9758
3,40280073,40313404,-,ENSGALG00010007821,,protein_coding,CODING,reference,REF,33332
3,40312796,40344229,+,ENSGALG00010007841,,protein_coding,CODING,reference,REF,31434
3,40354018,40361076,-,ENSGALG00010007853,,protein_coding,CODING,reference,REF,7059
3,40360661,40381027,+,ENSGALG00010010888,,protein_coding,CODING,reference,REF,20367
3,40381495,40385363,+,ENSGALG00010007856,,protein_coding,CODING,reference,REF,3869
3,40387208,40397317,-,ENSGALG00010007866,,protein_coding,CODING,reference,REF,10110
3,40397638,40403647,+,ENSGALG00010007878,,protein_coding,CODING,reference,REF,6010
3,40450706,40514881,-,ENSGALG00010007921,,protein_coding,CODING,reference,REF,64176
3,40510746,40522844,+,ENSGALG00010007927,,protein_coding,CODING,reference,REF,12099
3,40707649,40708837,+,ENSGALG00010004387,,protein_coding,CODING,reference,REF,1189
3,40791073,40807735,-,ENSGALG00010004542,,protein_coding,CODING,reference,REF,16663
3,40807526,40813901,+,ENSGALG00010004602,,protein_coding,CODING,reference,REF,6376
3,40814953,40833135,+,ENSGALG00010004624,,protein_coding,CODING,reference,REF,18183
3,40819227,40835459,-,ENSGALG00010004666,,protein_coding,CODING,reference,REF,16233
3,40835159,40937106,+,ENSGALG00010004715,,protein_coding,CODING,reference,REF,101948
3,41028065,41060665,+,ENSGALG00010004760,,protein_coding,CODING,reference,REF,32601
3,41285913,41421743,-,ENSGALG00010006546,,protein_coding,CODING,reference,REF,135831
3,41495496,41515702,-,ENSGALG00010006570,,protein_coding,CODING,reference,REF,20207
3,41518627,41555799,-,ENSGALG00010006606,,protein_coding,CODING,reference,REF,37173
3,41557377,41570971,+,ENSGALG00010006621,,protein_coding,CODING,reference,REF,13595
3,41709662,41746792,+,ENSGALG00010004907,,protein_coding,CODING,reference,REF,37131
3,41754228,41787257,-,ENSGALG00010004927,,protein_coding,CODING,reference,REF,33030
3,41791572,41901222,-,ENSGALG00010004951,,protein_coding,CODING,reference,REF,109651
3,42081936,42116166,+,ENSGALG00010004846,,protein_coding,CODING,reference,REF,34231
3,42112444,42145160,-,ENSGALG00010004876,,protein_coding,CODING,reference,REF,32717
3,42155330,42166284,-,ENSGALG00010006499,,protein_coding,CODING,reference,REF,10955
3,42181310,42206540,-,ENSGALG00010006486,,protein_coding,CODING,reference,REF,25231
3,42208419,42230821,+,ENSGALG00010005789,,protein_coding,CODING,reference,REF,22403
3,42251633,42514548,+,ENSGALG00010005839,,protein_coding,CODING,reference,REF,262916
3,42529610,42539155,+,ENSGALG00010005861,,protein_coding,CODING,reference,REF,9546
3,42545771,42561215,+,ENSGALG00010005893,,protein_coding,CODING,reference,REF,15445
3,42561475,42563144,+,ENSGALG00010005903,,protein_coding,CODING,reference,REF,1670
3,42631850,42639882,+,ENSGALG00010005911,,protein_coding,CODING,reference,REF,8033
3,42652343,43024039,+,ENSGALG00010005999,,protein_coding,CODING,reference,REF,371697
3,43776579,43924418,-,ENSGALG00010006041,,protein_coding,CODING,reference,REF,147840
3,43967805,44161303,-,ENSGALG00010006068,,protein_coding,CODING,reference,REF,193499
3,44160452,44841446,+,ENSGALG00010006183,,protein_coding,CODING,reference,REF,680995
3,44862957,44933743,+,ENSGALG00010006227,,protein_coding,CODING,reference,REF,70787
3,44934885,45018329,-,ENSGALG00010006260,,protein_coding,CODING,reference,REF,83445
3,45039831,45071366,+,ENSGALG00010006269,,protein_coding,CODING,reference,REF,31536
3,45077981,45099256,+,ENSGALG00010007226,,protein_coding,CODING,reference,REF,21276
3,45091297,45125859,-,ENSGALG00010006293,,protein_coding,CODING,reference,REF,34563
3,45130023,45161912,+,ENSGALG00010006318,,protein_coding,CODING,reference,REF,31890
3,45155902,45168238,-,ENSGALG00010006339,,protein_coding,CODING,reference,REF,12337
3,45169354,45223705,-,ENSGALG00010006351,,protein_coding,CODING,reference,REF,54352
3,45236010,45239390,-,ENSGALG00010006448,,protein_coding,CODING,reference,REF,3381
3,45257429,45268254,-,ENSGALG00010004390,,protein_coding,CODING,reference,REF,10826
3,45267914,45271584,-,ENSGALG00010004424,,protein_coding,CODING,reference,REF,3671
3,45270925,45279301,+,ENSGALG00010004434,,protein_coding,CODING,reference,REF,8377
3,45278429,45287505,-,ENSGALG00010004446,,protein_coding,CODING,reference,REF,9077
3,45288951,45316334,+,ENSGALG00010004494,,protein_coding,CODING,reference,REF,27384
3,45320377,45328257,+,ENSGALG00010006454,,protein_coding,CODING,reference,REF,7881
3,45470386,45509718,-,ENSGALG00010004980,,protein_coding,CODING,reference,REF,39333
3,45554120,45556271,-,ENSGALG00010006627,,protein_coding,CODING,reference,REF,2152
3,45574898,45603325,+,ENSGALG00010005016,,protein_coding,CODING,reference,REF,28428
3,45613544,45962536,+,ENSGALG00010005045,,protein_coding,CODING,reference,REF,348993
3,46169565,46209560,-,ENSGALG00010007207,,protein_coding,CODING,reference,REF,39996
3,46225015,46229275,-,ENSGALG00010005346,,protein_coding,CODING,reference,REF,4261
3,46270129,46322476,-,ENSGALG00010005358,,protein_coding,CODING,reference,REF,52348
3,46335638,46515340,+,ENSGALG00010005371,,protein_coding,CODING,reference,REF,179703
3,46553187,46575960,+,ENSGALG00010005382,,protein_coding,CODING,reference,REF,22774
3,46581243,46656092,+,ENSGALG00010005391,,protein_coding,CODING,reference,REF,74850
3,46787827,46889465,+,ENSGALG00010005411,,protein_coding,CODING,reference,REF,101639
3,46922511,47449823,+,ENSGALG00010005442,,protein_coding,CODING,reference,REF,527313
3,47491950,47650093,+,ENSGALG00010005453,,protein_coding,CODING,reference,REF,158144
3,47751243,47771912,+,ENSGALG00010006524,,protein_coding,CODING,reference,REF,20670
3,47784900,47797215,-,ENSGALG00010005459,,protein_coding,CODING,reference,REF,12316
3,47801720,47822176,-,ENSGALG00010005468,,protein_coding,CODING,reference,REF,20457
3,47824399,47825463,+,ENSGALG00010005471,,protein_coding,CODING,reference,REF,1065
3,47824551,47841378,+,ENSGALG00010005484,,protein_coding,CODING,reference,REF,16828
3,47845211,47863988,-,ENSGALG00010005500,,protein_coding,CODING,reference,REF,18778
3,47868545,47887833,-,ENSGALG00010005504,,protein_coding,CODING,reference,REF,19289
3,47888322,47897681,-,ENSGALG00010005527,,protein_coding,CODING,reference,REF,9360
3,47902019,47936309,+,ENSGALG00010005540,,protein_coding,CODING,reference,REF,34291
3,47938019,47956370,-,ENSGALG00010005547,,protein_coding,CODING,reference,REF,18352
3,48006384,48058028,+,ENSGALG00010005553,,protein_coding,CODING,reference,REF,51645
3,48097468,48130283,+,ENSGALG00010005556,,protein_coding,CODING,reference,REF,32816
3,48194601,48323733,+,ENSGALG00010005568,,protein_coding,CODING,reference,REF,129133
3,48325651,48466593,+,ENSGALG00010005610,,protein_coding,CODING,reference,REF,140943
3,48478668,48528115,+,ENSGALG00010005704,,protein_coding,CODING,reference,REF,49448
3,48542974,48551089,-,ENSGALG00010005716,,protein_coding,CODING,reference,REF,8116
3,48558352,48578732,-,ENSGALG00010005752,,protein_coding,CODING,reference,REF,20381
3,48577168,48587790,+,ENSGALG00010005779,,protein_coding,CODING,reference,REF,10623
3,48589073,48635001,+,ENSGALG00010005141,,protein_coding,CODING,reference,REF,45929
3,48635735,48827660,+,ENSGALG00010005186,,protein_coding,CODING,reference,REF,191926
